gameid,title,developers,publishers,genres,supported_languages,release_date
2696170,Jooin's Romance Fantasy,"['Lee Jooin', 'V-LUP Supporter', 'Zombie cat']",['V-LUP'],"['Indie', 'RPG']",['Korean'],2024-02-13
2696200,Futanari College - Episode 1 [18+] 🍓 🤓,['Futanari College Games'],['Futanari College Games'],"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Korean', 'Portuguese - Portugal', 'Russian', 'Japanese']",2023-12-20
2696310,Last Castle Guardians,['Ali A.'],['Ali A.'],"['Action', 'Casual', 'Indie', 'Strategy']","['English', 'French', 'German', 'Spanish - Spain', 'Turkish']",2024-01-25
2696320,Thought Experiment Simulator,['HoHo Game Studio'],[' Gamera Games'],"['Casual', 'Indie', 'Simulation']","['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Spain', 'French', 'Russian', 'German', 'Korean', 'Portuguese - Brazil']",2024-07-22
2696360,Stray：Exotic,['AXing'],['AXing'],"['Action', 'Adventure', 'Indie', 'RPG']","['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Polish', 'Portuguese - Brazil']",2024-01-24
2696400,"Magical Mic Duel: Senpai, Hear My Spell",['ReLU Games'],['ReLU Games'],"['Simulation', 'Early Access']","['Korean', 'English', 'Japanese']",2024-05-23
2696420,Chronocide,['Northerner Games'],['Northerner Games'],"['Action', 'Adventure', 'Indie', 'Strategy', 'Early Access']",['English'],2024-07-12
2696430,Game Tester Quest,['SilSoft Oyun'],['SilSoft Oyun'],"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']","['English', 'Turkish']",2024-01-22
2696470,Kingdom: The Blood Playtest,,,,,2023-11-24
2696530,Idle Percent,['Pixel Fox'],['Pixel Fox'],"['Indie', 'Simulation', 'Strategy']",['English'],2023-12-01
2696570,Storm's Eye,['Random Synapse'],['Random Synapse'],"['Action', 'Indie', 'Early Access']","['English', 'French']",2024-04-22
2695730,Sofi Origins,['Cristian Gonzalez'],['Cristian Gonzalez'],"['Action', 'Adventure', 'Indie', 'Strategy']","['English', 'Spanish - Spain']",2023-12-05
2695830,ZAKESTA-Z,['zakichi'],['zakichi'],"['Action', 'Indie']","['English', 'Japanese']",2024-01-19
2695850,SPIRITUS 2,['Spacefarer Games Ltd'],['Spacefarer Games Ltd'],"['Action', 'Adventure']",['English'],2023-11-30
2695870,You Got Crabs,['BefuddleBug'],['BefuddleBug'],"['Casual', 'Simulation']",['English'],2023-12-19
2695910,双生幻想,['双生幻想'],['双生幻想'],"['Action', 'Indie', 'RPG']",['Simplified Chinese'],2023-12-19
2695960,Memories of Glass Maiden,['TeamSnowball'],['TSB'],"['Adventure', 'Indie']","['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",2024-02-21
2696030,Broken Arrow Playtest,,,,,2024-01-24
2696070,Solo leeching~35-Year-Old Magician Journey,['アンクルおじ'],['072 Project'],"['Action', 'Adventure', 'Indie', 'RPG']","['Japanese', 'English', 'Simplified Chinese', 'Traditional Chinese']",2024-06-21
2695080,Purrfectly Hidden Cats - Kittenbay,"['Gemcraft Games', 'Bleeding Moon Studio']",['Gemcraft Games'],['Casual'],['English'],2024-02-01
2695120,Infinite Forest Idle Playtest,,,,,2024-07-21
2695130,Escape Team,['Fabian Hemmert'],['Hemmert UG (haftungsbeschränkt)'],['Indie'],"['English', 'French', 'Italian', 'German', 'Simplified Chinese', 'Portuguese - Portugal', 'Russian', 'Spanish - Spain']",2024-09-30
2695160,Phantom Girls: Ghostbuster,['Adult4Fun'],['Adult4Fun'],"['Action', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Indonesian', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Japanese', 'Latvian', 'Lithuanian', 'Slovak', 'Slovenian', 'Estonian']",2023-12-21
2695230,Barbarians & Beasts,['Imperiarte Games'],['Imperiarte Games'],"['Action', 'Adventure', 'Indie']",['English'],2023-12-08
2695240,Master Manager,['Hasbeen Games'],['Hasbeen Games'],"['Simulation', 'Sports', 'Strategy']","['English', 'Portuguese - Brazil']",2024-01-15
2695250,Fire Racing,['Mensa World'],['Mensa World'],['Racing'],['English'],2023-12-31
2695270,Miss Neko: Pirates,['Orangeee'],['Toffee Cafe'],"['Action', 'Adventure', 'Casual', 'RPG']","['English', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",2024-03-22
2695290,EmyLiveShow: Dragon & Mistresses Tale,['Team Emily'],['Team Emily'],"['Casual', 'Indie', 'RPG', 'Simulation']","['English', 'Russian']",2024-03-29
2695400,Chaos Adventure,['YJProject'],['YJProject'],"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']",['English'],2024-03-20
2695420,Protecto,['Christophe Auneau'],['Rivardus'],"['Action', 'Indie']","['English', 'French']",2024-01-05
2695450,Arcane Blood: The Shattered Star,['Andrew Rios'],['Andrew Rios'],"['Adventure', 'Indie', 'RPG']",['English'],2023-12-11
2695480,Chasm Crawl,['Dead Bug Gaming'],['Dead Bug Gaming'],"['Action', 'Adventure', 'Indie', 'RPG']",['English'],2024-04-16
2695530,Damned 2 Playtest,,,,,2023-11-17
2694730,Samurai`s Way,['TinC'],['TinC'],"['Adventure', 'Casual', 'Indie', 'RPG']",['English'],2024-02-20
2694750,Married Woman Hypnosis Counseling,['INTERHEART glossy'],['ARTLINK'],['Adventure'],"['English', 'Japanese']",2024-01-26
2694770,Erotic Photoshoot,['Blue Butterfly'],['Blue Butterfly'],"['Adventure', 'Casual', 'Indie']","['Russian', 'English']",2024-03-31
2694860,Professional Married Woman Cuckolder,['INTERHEART glossy'],['ARTLINK'],['Adventure'],"['English', 'Japanese']",2024-02-02
2694890,ANNIHILATOR,['JNST_P'],['JNST_P'],"['Action', 'Adventure', 'Casual', 'Indie']",['English'],2023-12-04
2694900,PEPITA VIAJERA ARCTIC,['GREEN SOUL GAMES'],['GREEN SOUL GAMES'],['Adventure'],"['English', 'Spanish - Spain']",2024-02-28
2694920,Man in the Dark,['Cactus Island'],['Cactus Island'],"['Action', 'Indie']","['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese']",2024-01-25
2694960,Omnimancer,"['Chilman', 'Gwiny']","['Chilman', 'Gwiny']","['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['English'],2024-06-05
2694970,"A Tale of Hard Nipples ~The secret to this town's confectionery's delicious sweets is rich, fresh milk~",['カカオ'],['ARTLINK'],['Adventure'],"['English', 'Japanese']",2024-01-19
2695020,Magnavody,['Classyk Games'],['Classyk Games'],"['Action', 'Casual', 'Sports']",['English'],2023-12-05
2693960,Void Gore,"['Panda Indie Studio', 'Eastasiasoft Limited']",['Eastasiasoft Limited'],"['Action', 'Indie']",['English'],2024-03-01
2695030,TutoringNTR!? Having sex with the neighbor's total affirmation sister…!,['ハーフトーンドット'],['BokiBoki Games'],"['Casual', 'Simulation']","['English', 'Japanese', 'Traditional Chinese']",2024-01-04
2695040,The girl I like lost her virginity in the sex club NTR with me!?,['ハーフトーンドット'],['BokiBoki Games'],"['Casual', 'Simulation']","['English', 'Japanese', 'Traditional Chinese']",2024-01-04
2694140,Zooplop,['Venturous'],['Venturous'],"['Casual', 'Indie']",['English'],2023-12-13
2694210,Exiled Survivors,['Montpellier Games'],['Montpellier Games'],"['Action', 'RPG']",['English'],2024-02-20
2694220,Quizz,['DreamDeveloper-Studio'],['DreamDeveloper-Studio'],['Casual'],"['Romanian', 'English']",2024-02-13
2694230,Shinobi Saga,['IslandWare'],['IslandWare'],"['Action', 'Adventure', 'RPG']",['English'],2024-06-19
2694360,Twistingo: Hummingbird Haven Collector's Edition,['MixoGames Ltd.'],['MixoGames Ltd.'],['Casual'],['English'],2023-12-03
2694380,The First Present,['LaBrindalle'],['LaBrindalle'],"['Action', 'Indie']",['English'],2023-12-20
2694390,Synthwave Runner,['Schwan OG'],['Schwan OG'],"['Action', 'Racing']",['English'],2023-12-04
2694410,MDF Magical Defense Force Chapters 10-18,['Making Delightful Fiction'],['Making Delightful Fiction'],"['Action', 'Early Access']",['English'],2023-12-30
2694440,Hentai Girls Slide,['MaxHS'],['One HandFun'],"['Action', 'Casual', 'Indie', 'Strategy']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Danish', 'Spanish - Latin America', 'Finnish', 'Greek', 'Dutch', 'Hungarian', 'Indonesian', 'Japanese', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Swedish', 'Thai', 'Czech', 'Turkish', 'Ukrainian', 'Vietnamese', 'Arabic', 'Afrikaans', 'Albanian', 'Amharic', 'Armenian', 'Assamese', 'Azerbaijani', 'Basque', 'Bangla', 'Belarusian', 'Bosnian', 'Kannada', 'Catalan', 'Kazakh', 'Cherokee', 'Sinhala', 'Konkani', 'Croatian', 'Dari', 'Slovak', 'Slovenian', 'Estonian', 'Filipino', 'Galician', 'Welsh', 'Georgian', 'Gujarati', 'Hausa', 'Hebrew', 'Hindi', 'Igbo', 'Yoruba', 'Irish', 'Icelandic', 'Khmer', 'Latvian', 'Lithuanian', 'Luxembourgish', 'Macedonian', 'Malayalam', 'Malay', 'Maltese', 'Maori', 'Marathi', 'Mongolian', 'Nepali', 'Odia', 'Punjabi (Gurmukhi)', 'Punjabi (Shahmukhi)', 'Persian', ""K'iche'"", 'Kinyarwanda', 'Kyrgyz', 'Quechua', 'Sotho', 'Sindhi', 'Sorani', 'Swahili', 'Serbian', 'Tajik', 'Tigrinya', 'Tswana', 'Turkmen', 'Tatar', 'Tamil', 'Telugu', 'Uyghur', 'Wolof', 'Urdu', 'Uzbek', 'Valencian', 'Xhosa', 'Zulu', 'Scots']",2024-02-01
2694460,The Quantum Conflict,"['FlashPoint Games, LLC']","['FlashPoint Games, LLC']",['Action'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Indonesian', 'Portuguese - Portugal', 'Russian', 'Spanish - Latin America', 'Swedish', 'Turkish']",2024-07-15
2694480,Sugar Fruits,['L. K. Green'],['L. K. Green'],"['Casual', 'Strategy']",['English'],2023-11-29
2694510,AMAERO : Gentle Guidance For A Virgin Boy,['INTERHEART glossy'],['ARTLINK'],['Adventure'],"['English', 'Japanese']",2024-02-09
2694520,Gallery of Things: Reveries,['Tiny Little Lion'],['Boomzap Inc'],['Casual'],['English'],2023-12-21
2694530,The Cat,['Guaru'],['ADW Games'],"['Casual', 'Indie']",['English'],2024-04-14
2694540,Puzzle Planet Playtest,,,,,2024-02-05
2694560,Chrono-Shift,['Sentinel-IX Studios LLC'],['Sentinel-IX Studios LLC'],"['Action', 'Adventure', 'Indie', 'Early Access']",['English'],2024-06-22
2693650,Kill Invaders,['Fabiano Sousa'],['FBGames'],"['Action', 'Indie', 'Massively Multiplayer', 'Simulation']",['English'],2024-03-22
2693680,Slam Dunk Basketball,['3DI LLC'],['3DI LLC'],['Sports'],['English'],2023-12-07
2693690,电竞教父 Playtest,,,,,2023-11-14
2693700,Jewel Craft Fusion,['Boogygames Studios'],['Boogygames Studios'],"['Adventure', 'Casual', 'Indie', 'Strategy']",['English'],2023-12-02
2693800,Artificer's Tower Playtest,,,,,2023-11-22
2693810,Galaxy Trek,['Peritoma Studios'],['Peritoma Studios'],"['Action', 'Indie', 'Strategy']",['English'],2024-01-01
2693820,Project N.E.X.T,['LaydMint Production'],['LaydMint Production'],['Action'],['English'],2023-12-24
2693830,Panda Magix : Golden Trains Edition - Slots,['Pokies4fun'],['Pokies4fun'],"['Casual', 'Indie', 'Simulation']",['English'],2023-11-28
2693840,Choc N Roll,['Skyline Studios Games'],['Skyline Studios Games'],"['Casual', 'Indie']",['English'],2024-01-18
2693860,NARIBIKIMURA,['DorsalFin Studio'],['DorsalFin Studio'],"['Adventure', 'Indie']","['Japanese', 'English']",2024-08-16
2693890,Tales From Aturian - Battle of Cleaved Fields,['Kelarly'],['Kelarly'],['RPG'],['English'],2023-12-11
2693900,Henry's Escape: Prison,['Parli Studios'],['Parli Studios'],"['Adventure', 'Casual', 'Indie']",['English'],2023-12-27
2694000,ANCIENT RUS VS LIZARDS,['Performance Artist Games'],['Performance Artist Games'],"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",['Russian'],2023-12-01
2693060,Garten of Banban 7,['Euphoric Brothers'],['Euphoric Brothers'],"['Action', 'Adventure', 'Casual', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Hungarian', 'Indonesian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Turkish', 'Ukrainian', 'Bulgarian']",2024-05-10
2693070,WARPZONE DRIFTER 2,['Walter Machado'],['Walter Machado'],"['Casual', 'Indie', 'Racing', 'Simulation']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Danish', 'Spanish - Latin America', 'Finnish', 'Greek', 'Dutch', 'Hungarian', 'Indonesian', 'Japanese', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Swedish', 'Thai', 'Czech', 'Turkish', 'Ukrainian', 'Vietnamese', 'Arabic', 'Afrikaans', 'Albanian', 'Amharic', 'Armenian', 'Assamese', 'Azerbaijani', 'Basque', 'Bangla', 'Belarusian', 'Bosnian', 'Kannada', 'Catalan', 'Kazakh', 'Cherokee', 'Sinhala', 'Konkani', 'Croatian', 'Dari', 'Slovak', 'Slovenian', 'Estonian', 'Filipino', 'Galician', 'Welsh', 'Georgian', 'Gujarati', 'Hausa', 'Hebrew', 'Hindi', 'Igbo', 'Yoruba', 'Irish', 'Icelandic', 'Khmer', 'Latvian', 'Lithuanian', 'Luxembourgish', 'Macedonian', 'Malayalam', 'Malay', 'Maltese', 'Maori', 'Marathi', 'Mongolian', 'Nepali', 'Odia', 'Punjabi (Gurmukhi)', 'Punjabi (Shahmukhi)', 'Persian', ""K'iche'"", 'Kinyarwanda', 'Kyrgyz', 'Quechua', 'Sotho', 'Sindhi', 'Sorani', 'Swahili', 'Serbian', 'Tajik', 'Tigrinya', 'Tswana', 'Turkmen', 'Tatar', 'Tamil', 'Telugu', 'Uyghur', 'Wolof', 'Urdu', 'Uzbek', 'Valencian', 'Xhosa', 'Zulu', 'Scots']",2023-11-28
2693120,XBPlay,['Studio08 Development'],['Studio08 Development'],"['Adventure', 'Casual', 'Indie', 'Utilities']",['English'],2023-11-30
2693160,赛博撤锁,['想做黄油'],['想做黄油'],"['Action', 'Adventure', 'Indie']",['Simplified Chinese'],2024-01-25
2693200,Shadow Strike: Street Combat,['3DI LLC'],['3DI LLC'],['Action'],['English'],2023-12-07
2693210,Hentai Tales: Sex Parlor Report,['Hentai works'],['Hentai works'],"['Casual', 'Indie', 'Strategy']","['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Portugal', 'Korean', 'Malay']",2024-03-07
2693250,Way Nd Choice,['GamjaGames'],['GamjaGames'],"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']","['English', 'Korean']",2024-04-29
2693260,We Are SUP,['Honami'],['Honami'],"['Casual', 'Indie', 'Simulation']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Korean']",2024-03-20
2693320,Emerging Tactical,['CrashCourse'],['CrashCourse'],"['Adventure', 'RPG']",['English'],2023-12-11
2693340,DARK FOREST,['LithiumStudios'],['LithiumStudios'],"['Action', 'Adventure']",['English'],2023-12-20
2693350,偷外卖模拟器（我在2083年的末世求生）,['冻星游戏'],['冻星游戏'],"['Indie', 'RPG', 'Simulation']",['Simplified Chinese'],2023-12-22
2693360,Probot Soccer,['Ali Soltanian Fard Jahromi'],['Soltanian Games'],"['Casual', 'Sports']",['English'],2023-11-29
2693400,Narava RPG,"[""Hakim L'Ermite""]","[""Hakim L'Ermite""]","['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']","['French', 'English']",2024-08-11
2693430,Towerbloom Playtest,,,,,2023-11-28
2693450,Not Burned Evil,['Swamp Scarecrow Games'],['Piece Of Voxel'],"['Adventure', 'Indie']","['English', 'Russian']",2023-12-02
2693460,Christmas Nightmare,['JustTomcuk'],['JustTomcuk'],"['Adventure', 'Indie', 'Simulation']","['English', 'Russian']",2023-12-03
2693470,Journey To The Wand,['GameVerse Studios'],['GameVerse Studios'],"['Adventure', 'Indie']",['English'],2023-12-20
2693480,Color Splash: Animals,['Quantum Quiver Games'],['Quantum Quiver Games'],['Casual'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Vietnamese', 'Greek', 'Danish', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Norwegian', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Romanian', 'Thai', 'Turkish', 'Hungarian', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese', 'Indonesian', 'Spanish - Latin America', 'Azerbaijani', 'Albanian', 'Amharic', 'Assamese', 'Afrikaans', 'Basque', 'Bangla', 'Bosnian', 'Belarusian', 'Valencian', 'Welsh', 'Wolof', 'Armenian', 'Galician', 'Georgian', 'Gujarati', 'Hindi', 'Dari', 'Estonian', 'Zulu', 'Yoruba', 'Kazakh', 'Kannada', 'Catalan', 'Quechua', 'Kyrgyz', 'Konkani', 'Khmer', 'Xhosa', ""K'iche'"", 'Latvian', 'Lithuanian', 'Luxembourgish', 'Macedonian', 'Malay', 'Malayalam', 'Maltese', 'Maori', 'Marathi', 'Mongolian', 'Nepali', 'Odia', 'Punjabi (Shahmukhi)', 'Punjabi (Gurmukhi)', 'Persian', 'Kinyarwanda', 'Serbian', 'Sotho', 'Sinhala', 'Sindhi', 'Scots', 'Slovak', 'Slovenian', 'Sorani', 'Swahili', 'Tajik', 'Tamil', 'Tatar', 'Telugu', 'Tigrinya', 'Tswana', 'Turkmen', 'Uzbek', 'Uyghur', 'Urdu', 'Filipino', 'Hausa', 'Croatian', 'Cherokee', 'Hebrew', 'Irish', 'Icelandic', 'Igbo']",2023-11-28
2693500,Horde Playtest,,,,,2024-06-15
2692570,Sonder,['Finally Games'],['Finally Games'],"['Casual', 'Indie', 'Free To Play']","['English', 'Swedish', 'Simplified Chinese']",2024-02-15
2692640,Room,['HUMEY Studios'],['HUMEY Studios'],"['Action', 'Adventure', 'Indie']",['English'],2023-12-13
2692720,OG Puzzlers: Kira Maus,['Schwan OG'],['Schwan OG'],['Casual'],['English'],2023-12-05
2692760,ReHarmony,['ReHarmony Games'],['ReHarmony Games'],"['Adventure', 'Casual', 'Indie']",['English'],2023-12-04
2692800,I Love You Freddy,['Madwriter games'],['Madwriter games'],"['Action', 'Casual']",['English'],2023-12-08
2692850,Lorne Playtest,,,,,2023-11-14
2692860,Tickle Magnet,"['Agency Publishing, Inc.']","['Agency Publishing, Inc.']","['Casual', 'Indie', 'RPG', 'Simulation']",['English'],2024-03-14
2692960,Void Guard,"['Matthew Carlson', 'Andi Moyer', 'Cooper Stannard', 'Felipe Villarreal', 'Apokalypsis Studios']","['DET@ACU', 'Apokalypsis Studios']","['Action', 'Adventure']",['English'],2023-12-01
2692200,Scary In The Journey,['Mifavanila'],['Mifavanila'],"['Indie', 'Early Access']",['English'],2024-04-18
2692210,DALDZAH,['fluris'],['fluris'],"['Action', 'Adventure', 'Indie', 'Free To Play']","['English', 'Russian']",2024-03-28
2692300,Cyber Horny,['LandiNesko studio'],['LandiNesko studio'],"['Adventure', 'Casual', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",2023-12-02
2692360,"Oops, I Said Yes?!",['UNICO INC.'],['Voltage Inc.'],['Adventure'],"['English', 'Japanese']",2024-01-24
2692390,My Girls’ Secrets,['TotoGame Studio'],['TotoGame Studio'],"['Adventure', 'Casual', 'Indie', 'Strategy']","['English', 'Simplified Chinese', 'Japanese', 'Traditional Chinese', 'German', 'Russian', 'Portuguese - Portugal', 'Korean', 'French', 'Italian', 'Spanish - Spain', 'Danish', 'Ukrainian', 'Bulgarian', 'Hungarian', 'Indonesian', 'Turkish', 'Greek', 'Norwegian', 'Czech', 'Polish', 'Thai', 'Swedish', 'Romanian', 'Finnish', 'Dutch', 'Portuguese - Brazil', 'Spanish - Latin America', 'Vietnamese', 'Arabic', 'Uzbek', 'Urdu', 'Armenian', 'Igbo', 'Sindhi', 'Sinhala', 'Croatian', 'Icelandic', 'Cherokee', 'Galician', 'Catalan', 'Afrikaans', 'Kannada', 'Luxembourgish', 'Hindi', 'Gujarati', 'Kyrgyz', 'Kazakh', 'Turkmen', ""K'iche'"", 'Kinyarwanda', 'Tajik', 'Serbian', 'Odia', 'Welsh', 'Konkani', 'Bangla', 'Nepali', 'Basque', 'Hebrew', 'Latvian', 'Tigrinya', 'Slovak', 'Slovenian', 'Swahili', 'Punjabi (Gurmukhi)', 'Punjabi (Shahmukhi)', 'Georgian', 'Maori', 'Wolof', 'Bosnian', 'Persian', 'Telugu', 'Tamil', 'Irish', 'Estonian', 'Valencian', 'Belarusian', 'Quechua', 'Zulu', 'Xhosa', 'Lithuanian', 'Sotho', 'Sorani', 'Yoruba', 'Uyghur', 'Scots', 'Tswana', 'Filipino', 'Mongolian', 'Hausa', 'Dari', 'Azerbaijani', 'Amharic', 'Albanian', 'Assamese', 'Tatar', 'Macedonian', 'Marathi', 'Malayalam', 'Malay', 'Maltese', 'Khmer']",2023-12-04
2692410,Tax-Force Playtest,,,,,2023-11-15
2692430,Historical Fashion Dress Up,['Tidvis Games'],['Tidvis Games'],"['Casual', 'Indie']","['English', 'Norwegian']",2024-03-21
2692450,Kurofune : Descobrimentos Portugueses,['3PA Studios'],['3PA Studios'],"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Free To Play']","['English', 'Portuguese - Portugal']",2024-02-28
2691560,Dark is the Void,['Tiekada Games LLC'],['Tiekada Games LLC'],"['Indie', 'RPG', 'Strategy', 'Early Access']",['English'],2024-01-30
2691580,Space Garbage,['TSJ Games'],['TSJ Games'],"['Casual', 'Indie']",['English'],2024-02-06
2691700,28 Babes Later,"['Lemonhaze Studio', 'multiplayscape']",['Lemonhaze Studio'],"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']","['English', 'French', 'German', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese']",2023-12-21
2691730,Dungeon Stalkers Playtest,,,,,2024-08-12
2691750,Beast Collector,['Jaeyong An'],['Sendinair'],"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",['English'],2023-11-29
2691760,"The Chronicles of Ezra Blackwell: Episode 1, Pappi's Peril",['Tips Gaming'],['Tips Gaming'],"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",['English'],2024-01-14
2691790,Bubble Chicken Farm,['Red Sea Game Studio'],['GoGo Games Interactive'],"['Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Early Access']","['English', 'Portuguese - Brazil']",2024-06-20
2691800,Luster Beasts,['Editorial Entertainment'],['Editorial Entertainment'],['RPG'],['English'],2023-12-07
2691830,ASTRA,['NewOrderFantasySimulations'],['NewOrderFantasySimulations'],['Action'],['English'],2024-01-05
2691900,The Little Witch and The Lost Memories,['Studio Asahi'],['DAS'],"['Adventure', 'Indie', 'RPG']","['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",2024-07-24
2691980,System Override,['Version 6 Games'],['Version 6 Games'],"['Indie', 'Strategy']",['English'],2024-07-04
2691050,Neongarten - Prologue,['Moonroof Studios'],"['Moonroof Studios', 'Goblinz Publishing']","['Indie', 'Simulation', 'Strategy', 'Free To Play']",['English'],2024-09-25
2690020,King of Throwing,['forefinger'],['forefinger'],"['Adventure', 'Casual', 'RPG']","['English', 'Simplified Chinese', 'Traditional Chinese']",2023-12-04
2691070,KILL AI,['GGA-S'],['GGA-S'],"['Adventure', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Polish', 'Portuguese - Portugal', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Japanese']",2024-02-02
2691200,Tiny Car Mess,['acrillydev'],['acrillydev'],"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']","['English', 'French', 'German', 'Spanish - Spain', 'Bulgarian', 'Czech', 'Finnish', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Turkish', 'Ukrainian']",2023-12-22
2691220,Ara Ara Auntie Incest,['Miel'],['Cherry Kiss Games'],['Casual'],"['English', 'Spanish - Spain', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",2024-01-12
2691280,Corpse Master Carnage,['HighWatt'],['HighWatt'],"['Action', 'Early Access']","['English', 'Portuguese - Brazil']",2023-11-30
2691340,The Christopher Redemption - I,['Secernate Games Private Limited'],['Secernate Games Private Limited'],"['Action', 'Adventure', 'Indie', 'Strategy', 'Early Access']",['English'],2024-09-05
2691350,.Forty-Five,['Microwave Studios'],['Microwave Studios'],"['Action', 'Adventure', 'Indie', 'Strategy']",['English'],2024-03-24
2691420,Magic Labyrinth 3D,['Saturlag'],['Saturlag'],"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']","['English', 'Russian']",2023-12-18
2691430,Champions,['Jonathan Lynch'],['Self'],['Strategy'],['English'],2023-12-12
2691450,Giant Hornet,['OA GAME STUDIO'],['OA GAME STUDIO'],"['Simulation', 'Early Access']",['English'],2024-03-28
2691470,Lisa Total investigation!,['Dragofinder'],['Dragofinder Studio'],"['Casual', 'Indie', 'Early Access']","['English', 'French', 'Spanish - Spain', 'Portuguese - Portugal', 'German']",2024-02-23
2691490,Hypothetimania,['SilverSkill Games'],['SilverSkill Games'],"['Action', 'Adventure', 'Casual', 'Indie']",['English'],2024-07-05
2691520,Folk Emerging Playtest,,,,,2023-11-15
2690570,Sprite Wars,['Batuhan Ertan'],['Batuhan Ertan'],"['Action', 'Adventure', 'Casual', 'Indie']",['English'],2024-02-24
2690610,XELAN FORCE,"['PIXEL CO., LTD']","['PIXEL CO., LTD']","['Action', 'Indie']","['English', 'Japanese']",2024-02-13
2690630,AI.Gears : Team Tag Battle,['Nfinity7'],['Nfinity7'],"['Indie', 'Simulation', 'Early Access']",['Korean'],2023-11-30
2690680,What games does your dad play - 你老豆玩乜GAME,['King Kong'],['King Kong Gaming'],"['Action', 'Casual', 'Indie', 'Simulation']","['English', 'Simplified Chinese', 'Traditional Chinese']",2023-11-30
